,month,origin,num_flights,num_cancelled,cancel_rate,latitude_deg,longitude_deg,municipality
69,1,EWR,10564,536,0.0507383566831,40.6925010681,-74.1687011719,Newark
70,1,EYW,311,8,0.0257234726688,24.5561008453,-81.7595977783,Key West
71,1,FAI,412,23,0.0558252427184,64.81510162,-147.8560028,Fairbanks
72,1,FAR,183,9,0.0491803278689,46.9207000732,-96.8158035278,Fargo
73,1,FAT,275,15,0.0545454545455,36.7761993408,-119.718002319,Fresno
74,1,FAY,93,10,0.10752688172,34.9911994934,-78.8803024292,Fayetteville
75,1,FCA,124,6,0.0483870967742,48.3105010986,-114.255996704,Kalispell
76,1,FLL,4813,83,0.0172449615624,26.072599411,-80.1527023315,Fort Lauderdale
77,1,FNT,118,3,0.0254237288136,42.9654006958,-83.743598938,Flint
78,1,FSD,272,8,0.0294117647059,43.5820007324,-96.741897583,Sioux Falls
79,1,FSM,275,16,0.0581818181818,35.3366012573,-94.367401123,Fort Smith
80,1,FWA,285,33,0.115789473684,40.97850037,-85.19509888,Fort Wayne
81,1,GEG,1119,32,0.0285969615728,47.6198997498,-117.533996582,Spokane
82,1,GFK,86,2,0.0232558139535,47.949299,-97.176102,Grand Forks
83,1,GGG,155,5,0.0322580645161,32.3839988708,-94.7115020752,Longview
84,1,GPT,70,0,0.0,30.4073009491,-89.070098877,Gulfport
85,1,GRB,355,19,0.0535211267606,44.4850997925,-88.1296005249,Green Bay
86,1,GRR,942,43,0.0456475583864,42.88079834,-85.52279663,Grand Rapids
87,1,GSO,1456,67,0.0460164835165,36.0978012085,-79.9373016357,Greensboro
88,1,GSP,835,52,0.0622754491018,34.8956985474,-82.2189025879,Greenville
89,1,GTF,186,5,0.0268817204301,47.48199844,-111.3710022,Great Falls
90,1,GUC,63,1,0.015873015873,38.53390121,-106.9329987,Gunnison
91,1,HDN,167,6,0.0359281437126,40.48120117,-107.2180023,Hayden
92,1,HLN,62,5,0.0806451612903,46.6068000793,-111.983001709,Helena
93,1,HNL,3428,47,0.0137106184364,21.3187007904,-157.92199707,Honolulu
94,1,HOU,5203,129,0.0247933884298,29.64539909,-95.27890015,Houston
95,1,HPN,642,104,0.16199376947,41.0670013428,-73.7076034546,White Plains
96,1,HRL,451,14,0.0310421286031,26.2285003662,-97.6544036865,Harlingen
97,1,HSV,571,44,0.077057793345,34.6371994019,-86.775100708,Huntsville
98,1,IAD,4591,178,0.0387715094751,38.94449997,-77.45580292,Washington
99,1,IAH,11213,112,0.0099884063141,29.9843997955,-95.3414001465,Houston
100,1,ICT,713,18,0.0252454417952,37.6498985291,-97.4330978394,Wichita
101,1,ILE,275,32,0.116363636364,31.0858001709,-97.6865005493,Killeen
102,1,ILM,185,7,0.0378378378378,34.2705993652,-77.9026031494,Wilmington
103,1,IND,3340,96,0.0287425149701,39.7173,-86.294403,Indianapolis
104,1,ISP,1030,36,0.0349514563107,40.79520035,-73.10019684,Islip
105,1,ITH,120,6,0.05,42.4910011292,-76.4583969116,Ithaca
106,1,ITO,441,0,0.0,19.7213993073,-155.04800415,Hilo
107,1,JAC,128,0,0.0,43.6072998047,-110.737998962,Jackson
108,1,JAN,888,28,0.0315315315315,32.3111991882,-90.0758972168,Jackson
109,1,JAX,2386,48,0.0201173512154,30.4941005707,-81.6878967285,Jacksonville
110,1,JFK,5569,339,0.0608726880948,40.63980103,-73.77890015,New York
111,1,JNU,310,14,0.0451612903226,58.3549995422,-134.576004028,Juneau
112,1,KOA,730,3,0.0041095890411,19.7388000488,-156.046005249,Kailua/Kona
113,1,KTN,186,4,0.0215053763441,55.35559845,-131.7140045,Ketchikan
114,1,LAN,209,4,0.0191387559809,42.7787017822,-84.5874023438,Lansing
115,1,LAS,11668,218,0.0186835790195,36.08010101,-115.1520004,Las Vegas
116,1,LAW,217,13,0.0599078341014,34.5676994324,-98.4166030884,Lawton
117,1,LAX,20635,1011,0.0489944269445,33.94250107,-118.4079971,Los Angeles
118,1,LBB,747,38,0.0508701472557,33.6636009216,-101.822998047,Lubbock
119,1,LEX,274,10,0.036496350365,38.0364990234,-84.6059036255,Lexington
120,1,LFT,182,13,0.0714285714286,30.20529938,-91.98760223,Lafayette
121,1,LGA,11057,931,0.0842000542643,40.77719879,-73.87259674,New York
122,1,LGB,262,9,0.0343511450382,33.81769943,-118.1520004,Long Beach
123,1,LIH,823,27,0.0328068043742,21.9759998322,-159.339004517,Lihue
124,1,LIT,1361,25,0.0183688464364,34.7294006348,-92.2242965698,Little Rock
125,1,LNK,182,4,0.021978021978,40.8510017395,-96.7592010498,Lincoln
126,1,LRD,154,8,0.0519480519481,27.543800354,-99.4616012573,Laredo
127,1,LSE,202,9,0.0445544554455,43.879002,-91.256699,La Crosse
128,1,MAF,648,17,0.0262345679012,31.9424991608,-102.202003479,Midland
129,1,MBS,322,9,0.027950310559,43.5329017639,-84.0795974731,Saginaw
130,1,MCI,5315,119,0.0223894637817,39.2976,-94.713898,Kansas City
131,1,MCO,9157,191,0.0208583597248,28.4293994904,-81.3089981079,Orlando
132,1,MDT,587,40,0.0681431005111,40.1935005188,-76.7633972168,Harrisburg
133,1,MDW,4255,66,0.0155111633373,41.7859992981,-87.7524032593,Chicago
134,1,MEM,4909,123,0.0250560195559,35.0424003601,-89.9766998291,Memphis
135,1,MFE,332,6,0.0180722891566,26.17580032,-98.23860168,Mc Allen
136,1,MFR,124,3,0.0241935483871,42.3741989136,-122.873001099,Medford
137,1,MHT,1272,27,0.0212264150943,42.932598114,-71.4356994629,Manchester
138,1,MIA,7166,163,0.0227463019816,25.7931995392,-80.2906036377,Miami
139,1,MKE,1633,89,0.0545009185548,42.9472007751,-87.8965988159,Milwaukee
140,1,MLB,124,2,0.0161290322581,28.1028003693,-80.6453018188,Melbourne
141,1,MLI,181,5,0.0276243093923,41.4485015869,-90.5074996948,Moline
142,1,MLU,183,6,0.0327868852459,32.5108985901,-92.0376968384,Monroe
143,1,MOB,368,14,0.0380434782609,30.6912002563,-88.2427978516,Mobile
144,1,MOT,93,2,0.0215053763441,48.2593994141,-101.279998779,Minot
145,1,MRY,183,11,0.0601092896175,36.5870018005,-121.843002319,Monterey
146,1,MSN,592,43,0.0726351351351,43.1399002075,-89.3375015259,Madison
147,1,MSO,158,3,0.0189873417722,46.91630173,-114.0910034,Missoula
148,1,MSP,12025,414,0.0344282744283,44.8819999695,-93.2218017578,Minneapolis
149,1,MSY,4465,52,0.0116461366181,29.9934005737,-90.2580032349,New Orleans
150,1,MTJ,70,0,0.0,38.5097999573,-107.893997192,Montrose
151,1,MYR,189,1,0.00529100529101,33.6796989441,-78.9282989502,Myrtle Beach
152,1,OAK,5123,105,0.0204958032403,37.7212982178,-122.221000671,Oakland
153,1,OGG,1467,22,0.0149965916837,20.8985996246,-156.429992676,Kahului
154,1,OKC,1943,52,0.026762738034,35.3931007385,-97.6007003784,Oklahoma City
155,1,OMA,1592,39,0.0244974874372,41.3031997681,-95.8940963745,Omaha
156,1,OME,79,2,0.0253164556962,64.5121994019,-165.445007324,Nome
157,1,ONT,3035,76,0.0250411861614,34.0559997559,-117.600997925,Ontario
158,1,ORD,29533,1751,0.0592896082349,41.97859955,-87.90480042,Chicago
159,1,ORF,1503,71,0.0472388556221,36.8945999146,-76.2012023926,Norfolk
160,1,ORH,93,19,0.204301075269,42.2672996521,-71.8757019043,Worcester
161,1,OTZ,76,5,0.0657894736842,66.88469696,-162.598999,Kotzebue
162,1,PBI,2136,50,0.0234082397004,26.6832008362,-80.0955963135,West Palm Beach
163,1,PDX,4801,128,0.0266611122683,45.58869934,-122.5979996,Portland
164,1,PHL,10602,522,0.0492359932088,39.8718986511,-75.2410964966,Philadelphia
165,1,PHX,16481,463,0.0280929555245,33.434299469,-112.012001038,Phoenix
166,1,PIA,174,24,0.137931034483,40.6641998291,-89.6932983398,Peoria
167,1,PIT,9382,283,0.0301641441057,40.49150085,-80.23290253,Pittsburgh
168,1,PNS,488,22,0.0450819672131,30.473400116,-87.1865997314,Pensacola
169,1,PSC,121,2,0.0165289256198,46.2647018433,-119.119003296,Pasco
170,1,PSG,62,7,0.112903225806,56.80170059,-132.9450073,Petersburg
171,1,PSP,993,54,0.0543806646526,33.82970047,-116.507003784,Palm Springs
172,1,PVD,2552,85,0.0333072100313,41.7326011658,-71.4204025269,Providence
173,1,PWM,845,73,0.0863905325444,43.64619827,-70.30930328,Portland
174,1,RAP,92,2,0.0217391304348,44.04529953,-103.056999207,Rapid City
175,1,RDU,3097,86,0.0277688085244,35.8776016235,-78.7874984741,Raleigh/Durham
176,1,RIC,1655,89,0.0537764350453,37.5051994324,-77.3197021484,Richmond
177,1,RNO,2351,27,0.0114844746916,39.4990997314,-119.767997742,Reno
178,1,ROA,182,9,0.0494505494505,37.3255004883,-79.975402832,Roanoke
179,1,ROC,1583,101,0.0638029058749,43.1189002991,-77.6724014282,Rochester
180,1,RST,176,11,0.0625,43.9082984924,-92.5,Rochester
181,1,RSW,1754,31,0.0176738882554,26.5361995697,-81.7552032471,Fort Myers
182,1,SAN,7246,262,0.0361578802098,32.7336006165,-117.190002441,San Diego
183,1,SAT,3230,66,0.0204334365325,29.533700943,-98.4698028564,San Antonio
184,1,SAV,559,24,0.0429338103757,32.12760162,-81.20210266,Savannah
185,1,SBA,550,58,0.105454545455,34.42620087,-119.8399963,Santa Barbara
186,1,SBN,196,16,0.0816326530612,41.7086982727,-86.3172988892,South Bend
187,1,SBP,212,16,0.0754716981132,35.2368011475,-120.641998291,San Luis Obispo
188,1,SCC,31,4,0.129032258065,70.19470215,-148.4649963,Deadhorse
189,1,SDF,1908,32,0.0167714884696,38.1744,-85.736,Louisville
190,1,SEA,8474,249,0.0293839981119,47.4490013123,-122.308998108,Seattle
191,1,SFO,11040,692,0.0626811594203,37.6189994812,-122.375,San Francisco
192,1,SGF,456,27,0.0592105263158,37.24570084,-93.38860321,Springfield
193,1,SHV,556,24,0.0431654676259,32.4466018677,-93.8255996704,Shreveport
194,1,SIT,93,0,0.0,57.0471000671,-135.361999512,Sitka
195,1,SJC,6324,185,0.0292536369386,37.3625984192,-121.929000854,San Jose
196,1,SJT,213,17,0.0798122065728,31.3577003479,-100.496002197,San Angelo
197,1,SJU,2410,38,0.0157676348548,18.4393997192,-66.0018005371,San Juan
198,1,SLC,6875,270,0.0392727272727,40.7883987427,-111.977996826,Salt Lake City
199,1,SMF,3327,75,0.0225428313796,38.695400238,-121.591003418,Sacramento
200,1,SNA,3724,176,0.047261009667,33.67570114,-117.8679962,Santa Ana
201,1,SPS,186,14,0.0752688172043,33.98880005,-98.49189758,Wichita Falls
202,1,SRQ,554,17,0.0306859205776,27.3953990936,-82.554397583,Sarasota/Bradenton
203,1,STL,14129,318,0.0225069007007,38.7486991882,-90.3700027466,St Louis
204,1,STT,330,5,0.0151515151515,18.3372993469,-64.9733963013,"Charlotte Amalie, Harry S. Truman Airport"
205,1,STX,62,0,0.0,17.7019004822,-64.7985992432,Christiansted
206,1,SUX,57,4,0.0701754385965,42.40259933,-96.38439941,Sioux City
207,1,SWF,92,5,0.054347826087,41.5041007996,-74.1047973633,Newburgh
208,1,SYR,1120,52,0.0464285714286,43.1111984253,-76.106300354,Syracuse
209,1,TLH,155,7,0.0451612903226,30.3964996338,-84.3503036499,Tallahassee
210,1,TOL,209,17,0.0813397129187,41.58679962,-83.80780029,Toledo
211,1,TPA,5991,123,0.0205307961943,27.9755001068,-82.533203125,Tampa
212,1,TRI,93,3,0.0322580645161,36.4752006531,-82.4074020386,Bristol/Johnson/Kingsport
213,1,TUL,1992,55,0.0276104417671,36.1983985901,-95.8880996704,Tulsa
214,1,TUS,1734,31,0.017877739331,32.1161003113,-110.941001892,Tucson
215,1,TVC,155,9,0.058064516129,44.7414016724,-85.5821990967,Traverse City
216,1,TXK,151,9,0.0596026490066,33.4537010193,-93.9909973145,Texarkana
217,1,TYR,279,22,0.078853046595,32.3540992737,-95.4023971558,Tyler
218,1,TYS,570,28,0.0491228070175,35.81100082,-83.9940033,Knoxville
219,1,VPS,124,2,0.0161290322581,30.4832,-86.525398,Valparaiso
220,1,WRG,62,5,0.0806451612903,56.48429871,-132.3699951,Wrangell
221,1,XNA,571,61,0.106830122592,36.281898,-94.306801,Fayetteville/Springdale
222,1,YAK,62,0,0.0,59.5032997131,-139.660003662,Yakutat
223,2,ABE,468,23,0.0491452991453,40.6520996094,-75.4408035278,Allentown
224,2,ABI,214,15,0.0700934579439,32.4113006592,-99.6819000244,Abilene
225,2,ABQ,2681,47,0.0175307721,35.0401992798,-106.60900116,Albuquerque
226,2,ACT,215,13,0.0604651162791,31.6112995148,-97.2304992676,Waco
227,2,ADQ,56,5,0.0892857142857,57.75,-152.4940033,Kodiak
228,2,ALB,1267,49,0.0386740331492,42.748298645,-73.8016967773,Albany
229,2,AMA,506,35,0.0691699604743,35.2193984985,-101.706001282,Amarillo
230,2,ANC,1306,61,0.0467075038285,61.1744003296,-149.996002197,Anchorage
231,2,APF,84,2,0.0238095238095,26.1525993347,-81.7752990723,Naples
232,2,ATL,19842,646,0.032557201895,33.6366996765,-84.4281005859,Atlanta
233,2,AUS,3349,55,0.0164228127799,30.2987223546,-97.6997852325,
234,2,AVL,112,2,0.0178571428571,35.4361991882,-82.5418014526,Asheville
235,2,AVP,112,4,0.0357142857143,41.3385009766,-75.7233963013,Wilkes-Barre/Scranton
236,2,AZO,244,22,0.0901639344262,42.2349014282,-85.5521011353,Kalamazoo
237,2,BDL,2860,129,0.0451048951049,41.9388999939,-72.6831970215,Hartford
238,2,BET,84,6,0.0714285714286,60.77980042,-161.8379974,Bethel
239,2,BFL,168,15,0.0892857142857,35.43360138,-119.0569992,Bakersfield
240,2,BGM,56,3,0.0535714285714,42.20869827,-75.97979736,Binghamton
241,2,BGR,244,28,0.114754098361,44.8073997498,-68.8281021118,Bangor
242,2,BHM,1504,16,0.0106382978723,33.56290054,-86.75350189,Birmingham
243,2,BIL,280,3,0.0107142857143,45.8077011108,-108.542999268,Billings
244,2,BIS,108,1,0.00925925925926,46.7727012634,-100.746002197,Bismarck
245,2,BMI,136,14,0.102941176471,40.47710037,-88.91590118,Bloomington/Normal
246,2,BNA,4524,63,0.013925729443,36.1245002747,-86.6781997681,Nashville
247,2,BOI,959,15,0.0156412930136,43.56439972,-116.2229996,Boise
248,2,BOS,10687,750,0.0701787218115,42.36429977,-71.00520325,Boston
249,2,BPT,136,6,0.0441176470588,29.950799942,-94.0206985474,Beaumont/Port Arthur
250,2,BQN,28,0,0.0,18.4948997498,-67.1294021606,Aguadilla
251,2,BRO,28,0,0.0,25.9067993164,-97.4259033203,Brownsville
252,2,BRW,68,2,0.0294117647059,71.285402,-156.766008,Utqiaġvik
253,2,BTR,502,14,0.0278884462151,30.53319931,-91.14959717,Baton Rouge
254,2,BTV,356,16,0.0449438202247,44.4719009399,-73.1532974243,Burlington
255,2,BUF,1674,66,0.0394265232975,42.94049835,-78.73220062,Buffalo
256,2,BUR,2088,66,0.0316091954023,34.2006988525,-118.35900116,Burbank
257,2,BWI,7772,139,0.0178847143592,39.17539978,-76.66829681,Baltimore
258,2,BZN,144,1,0.00694444444444,45.77750015,-111.1529999,Bozeman
259,2,CAE,303,16,0.0528052805281,33.9388008118,-81.1194992065,Columbia
260,2,CAK,81,6,0.0740740740741,40.9160995483,-81.442199707,Akron
261,2,CDV,56,3,0.0535714285714,60.4917984,-145.4779968,Cordova
262,2,CHA,164,6,0.0365853658537,35.0353012085,-85.2037963867,Chattanooga
263,2,CHS,532,18,0.0338345864662,32.89860153,-80.04049683,Charleston
264,2,CID,552,65,0.117753623188,41.8847007751,-91.7108001709,Cedar Rapids
265,2,CLE,4484,137,0.0305530776093,41.4117012024,-81.8498001099,Cleveland
266,2,CLL,196,10,0.0510204081633,30.58860016,-96.36380005,College Station
267,2,CLT,10114,280,0.0276843978643,35.2140007019,-80.9430999756,Charlotte
268,2,CMH,3073,100,0.0325414904003,39.9980010986,-82.8918991089,Columbus
269,2,CMI,160,12,0.075,40.03919983,-88.27809906,Champaign/Urbana
270,2,COS,864,71,0.0821759259259,38.8058013916,-104.700996399,Colorado Springs
271,2,CRP,428,14,0.0327102803738,27.7703990936,-97.5011978149,Corpus Christi
272,2,CRW,84,1,0.0119047619048,38.3731002808,-81.5932006836,Charleston
273,2,CVG,5248,175,0.0333460365854,39.0488014221,-84.6678009033,Cincinnati
274,2,DAB,172,4,0.0232558139535,29.179899,-81.058098,Daytona Beach
275,2,DAL,3829,137,0.035779576913,32.8470993042,-96.8517990112,Dallas
276,2,DAY,916,45,0.0491266375546,39.9024009705,-84.2193984985,Dayton
277,2,DBQ,104,20,0.192307692308,42.40200043,-90.70950317,Dubuque
278,2,DCA,7395,534,0.0722109533469,38.8521,-77.037697,Washington
279,2,DEN,10474,320,0.030551842658,39.8616981506,-104.672996521,Denver
280,2,DFW,25279,1061,0.0419715969777,32.8968009949,-97.0380020142,Dallas-Fort Worth
281,2,DLH,152,6,0.0394736842105,46.8420982361,-92.1936035156,Duluth
282,2,DRO,32,1,0.03125,37.1515007019,-107.753997803,Durango
283,2,DSM,678,50,0.0737463126844,41.5340003967,-93.6631011963,Des Moines
284,2,DTW,11568,391,0.0338001383126,42.2123985291,-83.3534011841,Detroit
285,2,DUT,28,8,0.285714285714,53.900100708,-166.544006348,Unalaska
286,2,EGE,294,1,0.00340136054422,39.64260101,-106.9179993,Eagle
287,2,ELM,111,4,0.036036036036,42.1599006653,-76.8916015625,Elmira/Corning
288,2,ELP,1705,26,0.0152492668622,31.80719948,-106.3779984,El Paso
289,2,ERI,112,5,0.0446428571429,42.0831270134,-80.1738667488,Erie
290,2,EUG,168,8,0.047619047619,44.1245994568,-123.211997986,Eugene
291,2,EVV,128,9,0.0703125,38.0369987488,-87.5324020386,Evansville
292,2,EWR,9854,452,0.0458696975847,40.6925010681,-74.1687011719,Newark
293,2,EYW,276,20,0.0724637681159,24.5561008453,-81.7595977783,Key West
294,2,FAI,343,7,0.0204081632653,64.81510162,-147.8560028,Fairbanks
295,2,FAR,132,2,0.0151515151515,46.9207000732,-96.8158035278,Fargo
296,2,FAT,248,8,0.0322580645161,36.7761993408,-119.718002319,Fresno
297,2,FAY,59,8,0.135593220339,34.9911994934,-78.8803024292,Fayetteville
298,2,FCA,112,1,0.00892857142857,48.3105010986,-114.255996704,Kalispell
299,2,FLL,4420,62,0.0140271493213,26.072599411,-80.1527023315,Fort Lauderdale
300,2,FNT,84,2,0.0238095238095,42.9654006958,-83.743598938,Flint
301,2,FSD,248,5,0.0201612903226,43.5820007324,-96.741897583,Sioux Falls
302,2,FSM,244,17,0.0696721311475,35.3366012573,-94.367401123,Fort Smith
303,2,FWA,264,16,0.0606060606061,40.97850037,-85.19509888,Fort Wayne
304,2,GEG,996,20,0.0200803212851,47.6198997498,-117.533996582,Spokane
305,2,GFK,80,2,0.025,47.949299,-97.176102,Grand Forks
306,2,GGG,140,9,0.0642857142857,32.3839988708,-94.7115020752,Longview
307,2,GPT,80,0,0.0,30.4073009491,-89.070098877,Gulfport
308,2,GRB,324,19,0.0586419753086,44.4850997925,-88.1296005249,Green Bay
309,2,GRR,852,24,0.0281690140845,42.88079834,-85.52279663,Grand Rapids
310,2,GSO,1313,63,0.047981721249,36.0978012085,-79.9373016357,Greensboro
311,2,GSP,592,28,0.0472972972973,34.8956985474,-82.2189025879,Greenville
312,2,GTF,168,2,0.0119047619048,47.48199844,-111.3710022,Great Falls
313,2,GUC,61,0,0.0,38.53390121,-106.9329987,Gunnison
314,2,HDN,156,2,0.0128205128205,40.48120117,-107.2180023,Hayden
315,2,HLN,56,1,0.0178571428571,46.6068000793,-111.983001709,Helena
316,2,HNL,3126,78,0.0249520153551,21.3187007904,-157.92199707,Honolulu
317,2,HOU,4681,104,0.0222174748985,29.64539909,-95.27890015,Houston
318,2,HPN,572,90,0.157342657343,41.0670013428,-73.7076034546,White Plains
319,2,HRL,424,14,0.0330188679245,26.2285003662,-97.6544036865,Harlingen
320,2,HSV,494,24,0.0485829959514,34.6371994019,-86.775100708,Huntsville
321,2,IAD,4174,160,0.0383325347389,38.94449997,-77.45580292,Washington
322,2,IAH,10156,98,0.0096494682946,29.9843997955,-95.3414001465,Houston
323,2,ICT,642,44,0.0685358255452,37.6498985291,-97.4330978394,Wichita
324,2,ILE,248,31,0.125,31.0858001709,-97.6865005493,Killeen
325,2,ILM,168,6,0.0357142857143,34.2705993652,-77.9026031494,Wilmington
326,2,IND,2966,79,0.0266351989211,39.7173,-86.294403,Indianapolis
327,2,ISP,900,31,0.0344444444444,40.79520035,-73.10019684,Islip
328,2,ITH,111,4,0.036036036036,42.4910011292,-76.4583969116,Ithaca
329,2,ITO,392,7,0.0178571428571,19.7213993073,-155.04800415,Hilo
330,2,JAC,120,0,0.0,43.6072998047,-110.737998962,Jackson
331,2,JAN,807,21,0.0260223048327,32.3111991882,-90.0758972168,Jackson
332,2,JAX,2140,39,0.0182242990654,30.4941005707,-81.6878967285,Jacksonville
333,2,JFK,4975,350,0.070351758794,40.63980103,-73.77890015,New York
334,2,JNU,280,24,0.0857142857143,58.3549995422,-134.576004028,Juneau
335,2,KOA,648,5,0.00771604938272,19.7388000488,-156.046005249,Kailua/Kona
336,2,KTN,168,8,0.047619047619,55.35559845,-131.7140045,Ketchikan
337,2,LAN,180,15,0.0833333333333,42.7787017822,-84.5874023438,Lansing
338,2,LAS,10601,148,0.0139609470805,36.08010101,-115.1520004,Las Vegas
339,2,LAW,196,22,0.112244897959,34.5676994324,-98.4166030884,Lawton
340,2,LAX,18505,826,0.0446365847068,33.94250107,-118.4079971,Los Angeles
341,2,LBB,675,48,0.0711111111111,33.6636009216,-101.822998047,Lubbock
342,2,LEX,248,13,0.0524193548387,38.0364990234,-84.6059036255,Lexington
343,2,LFT,192,3,0.015625,30.20529938,-91.98760223,Lafayette
344,2,LGA,9778,687,0.0702597668235,40.77719879,-73.87259674,New York
345,2,LGB,234,8,0.034188034188,33.81769943,-118.1520004,Long Beach
346,2,LIH,736,29,0.039402173913,21.9759998322,-159.339004517,Lihue
347,2,LIT,1255,51,0.0406374501992,34.7294006348,-92.2242965698,Little Rock
